TVShow,info,DirectedBy,posterImage,WrittenBy_url,RTTopScore,Season,RTUserRatings,WrittenBy,RTCAvRating,year,Rating,Episode,cast_role,Studio,RTRotten,cast_url,name,Genre,InTheaters,webSyte,Runtime,RTMainScore,RTAAvRating,BoxOffice,cast,sourceURL,RTFresh,DirectedBy_url
,"Todd Haynes' feature debut is structured around three interlocking vignettes. In the AIDS allegory ""Horror,"" filmed in the style of 1950's science fiction B-movies, a scientist (Larry Maxwell) distills the human sex drive into liquid form; in ""Hero,"" told in the documentary style of a tabloid-television report, the exploits of a seven-year-old boy who shoots his father and then flies away are recounted; and ""Homo,"" based on the writings of Jean Genet, is an examination of the prison romance between two male prisoners.",Todd Haynes,https://resizing.flixster.com/6wUfDVlOGetjBmycCp-yv3rOrHg=/206x305/v1.bTsxMTYxNTM0MTtqOzE3NTk0OzEyMDA7NTk4OzEwNzE,/celebrity/todd_haynes,75,,0,Todd Haynes,6.8,1991,NC17,,"as Felicia Beacon,as Dr. Graves,as John Broom,as Jack Bolton,as Millie Sklar,as Nancy Olsen (as Susan Gayle Norman,as Young Broom,as Young Bolton,as Gregory Lazar,as Evelyn McAlpert,as Sylvia Manning,as Sean White,as Dr. MacArthur,as Hazel Lamprecht,as Officer Rilt,as Dr. Stick,as Edward Comacho,as Neighbor,as Florence Giddons,as Jake,as Chris,as Fred Beacon,as Jose,as Deputy Hansen,as Prostitute,as Newscaster,as Old Doctor,as Woman in the Alley,as 1st Doctor/2nd Cop,as 1st Cop,as Jay Wete,as Neighbor,as Neighbor,as Nurse,as Nurse,as Florence Giddons,as Doctor,as Doctor,as Bartender,as Waitress,as Sleazy Man,as Little Girl,as Little Girl,as Dr. Stick,as Child's Hands,as Townsperson,as Townsperson,as Narration,as Rass,as Inspector,as Van Roven,as Narration,as Chanci,as Miss Tim,as Jamoke,as Canon,as Basco,as Doran,as Preacher,as 1st Guard,as 2nd Guard,as Foster Mother,as Foster Father,as Broom (age 6),as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Fontenal Inmate,as Baton Inmate,as Baton Inmate,as Baton Inmate,as Banton Inmate,as Banton Inmate,as Guard 2,as Fontenal Inmate",,5,"/celebrity/edith-meeks,/celebrity/larry-maxwell,/celebrity/scott_renderer,/celebrity/james-lyons,/celebrity/millie_white,/celebrity/susan-norman,/celebrity/tony_pemberton,/celebrity/andrew_harpending,/celebrity/buck_smith,/celebrity/anne_giotta,/celebrity/lydia_lafleur,/celebrity/ian_nemser,/celebrity/evan-dunsky,/celebrity/marina_lutz,/celebrity/barry_cassidy,/celebrity/bruce_r_cook,/celebrity/richard_anthony_crenna,/celebrity/kyle_de_camp_2,/celebrity/angela_m_schreiber,/celebrity/justin_silverstein,/celebrity/chris_singh,/celebrity/edward_allen,/celebrity/carlos_jimenez,/celebrity/al_quagliata,/celebrity/michelle_sullivan,/celebrity/parlan_mcgaw,/celebrity/frank_odonnell,/celebrity/joe_dietl,/celebrity/don_damico,/celebrity/charles_cavalier,/celebrity/rob_labelle,/celebrity/kyle_decamp,/celebrity/aimee_scheff,/celebrity/jessica,/celebrity/lorraine_traverson,/celebrity/angela_schreiber,/celebrity/phil_w_petrie,/celebrity/john_nadeau,/celebrity/jim_cagnard,/celebrity/lauren_zalaznick,/celebrity/chris_henricks,/celebrity/leah_mullen,/celebrity/elyse_steinberg,/celebrity/bruce-cook,/celebrity/andrew_bishop,/celebrity/tom_mccullough,/celebrity/chava_tiger,/celebrity/richard_hansen,/celebrity/john_r_lombardi,/celebrity/tony_gigante,/celebrity/douglas_f_gibson,/celebrity/richard_hansen_5,/celebrity/damien_garcia,/celebrity/les_simpson,/celebrity/joey_grant,/celebrity/gary_ray,/celebrity/david_danford,/celebrity/jason_bauer,/celebrity/ken_schatz,/celebrity/maurice_clapisson,/celebrity/matthew_ebert,/celebrity/marie_francoise_vachon,/celebrity/michael_silverman,/celebrity/michael_shawn_wilson,/celebrity/nino_bau,/celebrity/wayne_compton,/celebrity/raymond_dragen,/celebrity/john_duffy,/celebrity/john_mcghee,/celebrity/anthony_j_ribustello,/celebrity/michael-miranda,/celebrity/anthony_rubustillo,/celebrity/jonathan_smit,/celebrity/oscar_tevez,/celebrity/john-p-connolly,/celebrity/gideon_joslyn_brown,/celebrity/john_connolly,/celebrity/eric_cubano,/celebrity/dani_michaeli,/celebrity/matt_ebert,/celebrity/michael_a_miranda",Poison,"Art House & International,Drama,Horror",1991-04-04T16:00:00-08:00,,P85M,76,68.0,,"Edith Meeks,Larry Maxwell,Scott Renderer,James Lyons,Millie White,Susan Norman,Tony Pemberton,Andrew Harpending,Buck Smith,Anne Giotta,Lydia Lafleur,Ian Nemser,Evan Dunsky,Marina Lutz,Barry Cassidy,Bruce R. Cook,Richard Anthony Crenna,Kyle de Camp,Angela M. Schreiber,Justin Silverstein,Chris Singh,Edward Allen,Carlos Jiménez,Al Quagliata,Michelle Sullivan,Parlan McGaw,Frank O'Donnell,Joe Dietl,Don Damico,Charles Cavalier,Rob LaBelle,Kyle DeCamp,Aimee Scheff,Jessica,Lorraine Traverson,Angela Schreiber,Phil W. Petrie,John Nadeau,Jim Cagnard,Lauren Zalaznick,Chris Henricks,Leah Mullen,Elyse Steinberg,Bruce Cook,Andrew Bishop,Tom McCullough,Chava Tiger,Richard Hansen,John R. Lombardi,Tony Gigante,Douglas F. Gibson,Richard Hansen,Damien Garcia,Les Simpson,Joey Grant,Gary Ray,David Danford,Jason Bauer,Ken Schatz,Maurice Clapisson,Matthew Ebert,Marie-Francoise Vachon,Michael Silverman,Michael Shawn Wilson,Nino Bau,Wayne Compton,Raymond Dragen,John Duffy,John McGhee,Anthony J. Ribustello,Michael Miranda,Anthony Rubustillo,Jonathan Smit,Oscar Tevez,John P. Connolly,Gideon Joslyn Brown,John Connolly,Eric Cubano,Dani Michaeli,Matt Ebert,Michael A. Miranda",https://www.rottentomatoes.com/m/1037447_poison,16,/celebrity/todd_haynes
